ward,date_time,rainfall_1h,rainfall_3h,precipitation_prob,humidity,temperature,latitude,longitude,source_url
Kasarani,2022-05-03 00:00:00,3.09,12.85,0.57,75.58,26.18,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-04 00:00:00,1.23,5.12,0.63,87.84,19.78,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-05 00:00:00,9.74,31.9,0.68,86.77,26.0,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-06 00:00:00,8.79,28.54,0.61,60.66,21.82,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-07 00:00:00,6.41,20.84,0.63,62.98,24.09,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-08 00:00:00,5.21,20.44,0.59,87.48,25.48,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-09 00:00:00,3.08,11.65,0.67,65.82,25.01,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-10 00:00:00,9.06,30.15,0.76,66.26,26.96,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-11 00:00:00,9.88,34.59,0.57,80.11,19.7,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-12 00:00:00,1.76,7.53,0.68,89.71,21.18,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-13 00:00:00,7.05,23.84,0.69,75.25,25.64,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-14 00:00:00,5.0,19.59,0.61,82.13,25.76,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-15 00:00:00,3.87,15.48,0.53,67.07,19.23,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-16 00:00:00,2.95,13.14,0.56,78.84,25.5,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-17 00:00:00,5.5,18.98,0.61,83.5,27.85,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-18 00:00:00,0.99,6.9,0.31,81.89,21.68,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-19 00:00:00,8.93,30.49,0.64,63.55,19.77,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-20 00:00:00,2.46,12.34,0.55,73.84,27.08,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-21 00:00:00,1.1,6.91,0.66,86.23,23.85,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-22 00:00:00,2.26,7.09,0.56,80.14,23.32,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-23 00:00:00,1.85,8.65,0.61,84.39,26.0,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-24 00:00:00,0.5,4.16,0.35,82.43,24.3,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-25 00:00:00,6.18,22.75,0.78,77.02,20.03,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-26 00:00:00,9.83,32.54,0.62,65.17,25.36,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-27 00:00:00,3.69,14.25,0.42,89.2,19.55,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-28 00:00:00,1.49,7.77,0.37,79.19,23.89,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-29 00:00:00,6.88,21.09,0.71,71.23,26.72,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-30 00:00:00,8.43,28.9,0.59,82.14,26.85,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-05-31 00:00:00,3.88,15.88,0.62,66.01,26.37,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-01 00:00:00,0.2,1.27,0.18,62.59,20.39,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-02 00:00:00,1.94,5.96,0.22,48.21,24.74,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-03 00:00:00,1.17,3.86,0.22,40.26,20.75,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-04 00:00:00,0.3,1.32,0.08,56.27,22.31,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-05 00:00:00,1.63,5.66,0.26,41.79,24.05,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-06 00:00:00,1.57,4.77,0.09,48.11,16.03,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-07 00:00:00,0.85,3.0,0.05,50.13,15.75,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-08 00:00:00,1.87,6.03,0.29,54.27,19.39,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-09 00:00:00,0.48,1.8,0.1,54.34,17.72,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-10 00:00:00,1.97,6.25,0.2,52.01,18.52,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-11 00:00:00,0.29,1.85,0.28,45.91,22.31,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-12 00:00:00,1.48,5.14,0.06,60.83,23.91,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-13 00:00:00,0.61,2.74,0.22,42.06,18.01,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-14 00:00:00,1.89,6.62,0.04,69.89,16.11,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-15 00:00:00,0.44,1.37,0.26,66.3,17.29,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-16 00:00:00,1.23,4.52,0.03,40.26,19.74,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-17 00:00:00,0.62,2.23,0.21,60.86,16.52,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-18 00:00:00,0.92,3.3,0.21,64.5,16.0,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-19 00:00:00,1.13,4.21,0.09,57.84,17.8,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-20 00:00:00,0.76,2.5,0.24,66.18,22.89,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-21 00:00:00,1.25,4.31,0.25,62.55,22.58,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-22 00:00:00,1.4,4.78,0.07,52.02,21.15,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-23 00:00:00,1.72,5.2,0.02,47.19,17.86,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-24 00:00:00,1.59,4.82,0.21,62.12,24.35,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-25 00:00:00,0.15,1.38,0.06,61.47,21.62,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-26 00:00:00,1.21,4.58,0.06,67.83,21.29,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-27 00:00:00,1.62,5.06,0.08,66.75,18.93,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-28 00:00:00,0.2,1.54,0.21,59.65,22.31,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-29 00:00:00,1.56,5.59,0.07,42.12,21.85,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-06-30 00:00:00,1.35,4.22,0.02,57.49,23.47,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-01 00:00:00,1.45,5.17,0.07,69.83,16.84,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-02 00:00:00,0.91,3.27,0.18,57.28,17.72,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-03 00:00:00,0.95,3.13,0.13,60.24,15.7,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-04 00:00:00,0.24,1.33,0.17,48.89,17.73,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-05 00:00:00,1.62,5.2,0.03,69.64,17.7,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-06 00:00:00,0.59,1.92,0.01,56.58,20.68,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-07 00:00:00,1.32,4.21,0.14,61.33,19.64,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-08 00:00:00,0.13,1.12,0.15,68.22,15.8,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-09 00:00:00,1.27,4.01,0.18,55.69,19.64,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-10 00:00:00,1.12,4.03,0.01,65.84,18.06,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-11 00:00:00,0.6,2.54,0.29,61.84,16.38,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-12 00:00:00,1.76,5.77,0.12,61.35,21.62,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-13 00:00:00,0.91,3.51,0.16,53.32,20.44,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-14 00:00:00,1.57,5.29,0.14,52.15,21.24,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-15 00:00:00,1.32,4.46,0.15,48.18,19.5,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-16 00:00:00,1.91,6.45,0.1,43.87,17.53,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-17 00:00:00,1.26,4.75,0.18,40.78,23.78,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-18 00:00:00,1.94,5.95,0.01,44.61,16.57,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-19 00:00:00,0.48,1.8,0.17,49.9,17.71,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-20 00:00:00,0.45,1.85,0.11,62.56,23.59,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-21 00:00:00,0.95,2.92,0.2,64.9,21.77,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-22 00:00:00,0.18,1.34,0.04,67.71,19.05,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-23 00:00:00,1.07,3.54,0.15,54.47,21.62,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-24 00:00:00,1.77,6.0,0.29,54.47,18.68,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-25 00:00:00,0.1,0.67,0.06,66.77,19.39,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-26 00:00:00,1.77,5.44,0.29,63.87,17.05,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-27 00:00:00,0.87,3.27,0.23,47.49,15.49,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-28 00:00:00,1.8,6.33,0.02,55.35,23.52,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-29 00:00:00,1.46,4.85,0.06,49.19,23.01,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-30 00:00:00,0.47,2.39,0.04,61.47,16.39,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-07-31 00:00:00,0.5,2.46,0.21,60.91,24.29,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-01 00:00:00,2.0,6.78,0.21,48.87,18.47,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-02 00:00:00,1.89,5.93,0.25,56.21,15.04,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-03 00:00:00,0.21,0.84,0.26,58.7,21.93,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-04 00:00:00,0.22,1.11,0.16,60.61,17.61,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-05 00:00:00,1.7,5.7,0.15,47.7,19.99,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-06 00:00:00,0.11,0.81,0.04,63.95,21.39,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-07 00:00:00,0.26,1.65,0.14,42.82,18.97,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-08 00:00:00,0.42,1.91,0.06,42.08,24.76,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-09 00:00:00,0.3,1.58,0.21,40.09,17.92,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-10 00:00:00,0.58,2.43,0.15,45.05,20.32,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-11 00:00:00,0.47,1.71,0.24,45.77,16.0,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-12 00:00:00,1.93,5.83,0.29,52.65,22.59,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-13 00:00:00,0.05,0.49,0.29,42.64,17.14,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-14 00:00:00,0.38,1.75,0.21,55.61,18.23,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-15 00:00:00,1.49,5.39,0.18,65.02,21.92,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-16 00:00:00,0.02,1.05,0.1,58.98,20.81,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-17 00:00:00,1.02,3.97,0.16,51.57,24.16,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-18 00:00:00,1.76,6.01,0.13,65.88,21.31,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-19 00:00:00,0.72,2.94,0.11,50.11,19.33,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-20 00:00:00,1.51,5.41,0.12,63.79,16.3,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-21 00:00:00,1.45,4.64,0.1,65.86,19.6,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-22 00:00:00,0.78,2.64,0.19,42.33,20.8,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-23 00:00:00,0.8,2.84,0.2,67.05,21.8,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-24 00:00:00,0.0,0.9,0.16,62.22,17.59,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-25 00:00:00,1.01,3.62,0.22,55.75,16.52,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-26 00:00:00,0.69,2.91,0.0,54.57,18.99,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-27 00:00:00,1.69,5.47,0.01,68.2,16.66,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-28 00:00:00,0.33,1.36,0.03,43.73,16.89,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-29 00:00:00,1.69,5.44,0.06,58.65,21.52,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-30 00:00:00,1.03,3.57,0.07,64.14,21.96,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-08-31 00:00:00,1.46,4.51,0.03,62.78,19.67,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-01 00:00:00,0.38,1.58,0.04,41.13,20.13,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-02 00:00:00,0.81,2.98,0.03,52.51,17.95,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-03 00:00:00,1.45,4.72,0.07,46.1,20.04,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-04 00:00:00,0.29,0.98,0.24,65.11,23.28,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-05 00:00:00,0.12,1.1,0.16,49.41,21.6,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-06 00:00:00,1.5,5.4,0.22,55.42,19.55,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-07 00:00:00,1.88,5.9,0.14,66.67,19.68,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-08 00:00:00,1.14,3.67,0.0,50.16,20.84,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-09 00:00:00,1.6,5.39,0.08,58.43,24.42,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-10 00:00:00,1.47,4.54,0.14,66.64,19.47,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-11 00:00:00,1.97,6.88,0.26,46.07,17.92,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-12 00:00:00,0.32,1.07,0.25,65.09,16.36,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-13 00:00:00,0.66,2.35,0.13,64.44,16.97,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-14 00:00:00,1.05,3.83,0.24,68.38,16.89,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-15 00:00:00,2.0,6.79,0.26,58.37,22.34,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-16 00:00:00,1.57,5.32,0.2,52.4,22.38,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-17 00:00:00,0.14,0.91,0.06,66.27,21.95,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-18 00:00:00,0.44,2.2,0.18,42.55,21.67,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-19 00:00:00,1.04,3.33,0.28,53.03,24.62,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-20 00:00:00,1.73,5.41,0.19,43.75,17.93,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-21 00:00:00,1.81,6.41,0.05,48.76,18.06,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-22 00:00:00,0.44,2.24,0.09,66.18,21.28,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-23 00:00:00,1.65,5.58,0.29,63.05,16.48,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-24 00:00:00,0.02,0.4,0.02,68.56,16.05,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-25 00:00:00,0.45,1.42,0.07,54.69,24.51,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-26 00:00:00,1.46,4.74,0.2,69.95,19.33,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-27 00:00:00,1.68,5.48,0.11,65.36,16.96,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-28 00:00:00,1.33,4.11,0.04,61.13,16.34,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-29 00:00:00,1.6,5.52,0.29,54.86,21.49,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-09-30 00:00:00,1.14,4.21,0.04,60.32,23.83,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-01 00:00:00,2.52,11.37,0.4,76.59,23.86,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-02 00:00:00,3.13,12.16,0.57,84.93,24.07,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-03 00:00:00,9.93,32.96,0.4,72.46,22.32,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-04 00:00:00,4.85,19.48,0.39,89.11,24.48,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-05 00:00:00,0.65,2.93,0.69,69.72,20.32,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-06 00:00:00,8.21,25.8,0.73,69.87,23.71,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-07 00:00:00,6.03,19.56,0.41,62.4,19.08,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-08 00:00:00,5.16,16.26,0.36,85.39,25.39,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-09 00:00:00,2.64,9.67,0.31,81.23,19.82,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-10 00:00:00,4.99,15.19,0.57,65.94,18.36,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-11 00:00:00,7.52,22.82,0.55,76.44,25.81,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-12 00:00:00,9.58,29.2,0.63,62.25,20.78,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-13 00:00:00,7.47,26.69,0.35,69.66,26.08,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-14 00:00:00,1.86,6.65,0.34,81.44,20.2,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-15 00:00:00,2.92,10.85,0.68,67.5,27.25,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-16 00:00:00,1.73,7.92,0.42,86.71,26.82,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-17 00:00:00,2.64,9.84,0.68,75.82,25.15,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-18 00:00:00,9.16,29.15,0.4,73.06,21.68,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-19 00:00:00,4.44,17.68,0.41,62.75,20.93,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-20 00:00:00,5.88,18.1,0.54,83.85,18.74,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-21 00:00:00,5.45,17.46,0.41,77.14,23.36,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-22 00:00:00,6.1,21.48,0.54,83.38,22.31,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-23 00:00:00,6.94,24.97,0.35,72.75,19.77,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-24 00:00:00,7.98,28.31,0.56,85.72,24.18,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-25 00:00:00,7.3,25.97,0.44,75.12,23.34,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-26 00:00:00,0.47,3.05,0.61,66.7,23.04,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-27 00:00:00,2.69,10.8,0.33,71.86,22.53,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-28 00:00:00,1.68,5.49,0.36,67.19,26.49,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-29 00:00:00,5.44,18.97,0.76,89.1,18.47,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-30 00:00:00,1.24,4.71,0.34,86.75,24.98,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-10-31 00:00:00,5.99,18.38,0.66,76.03,24.69,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-01 00:00:00,7.08,21.82,0.44,70.25,22.15,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-02 00:00:00,0.82,6.57,0.74,74.05,26.57,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-03 00:00:00,4.33,15.61,0.36,68.26,20.84,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-04 00:00:00,7.96,28.14,0.43,88.68,22.62,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-05 00:00:00,0.07,1.11,0.6,68.83,21.12,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-06 00:00:00,2.3,9.76,0.56,72.09,23.76,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-07 00:00:00,9.92,31.51,0.61,76.72,22.71,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-08 00:00:00,2.27,9.04,0.31,64.84,22.3,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-09 00:00:00,2.47,8.2,0.5,84.33,25.75,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-10 00:00:00,3.27,10.98,0.36,67.39,19.66,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-11 00:00:00,7.02,24.22,0.45,80.43,24.85,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-12 00:00:00,6.71,20.94,0.58,74.17,21.42,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-13 00:00:00,7.62,26.3,0.46,66.83,19.39,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-14 00:00:00,8.54,28.92,0.43,62.07,27.77,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-15 00:00:00,0.41,2.55,0.59,67.57,19.79,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-16 00:00:00,9.69,33.19,0.57,70.49,26.51,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-17 00:00:00,4.37,16.92,0.5,69.52,22.84,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-18 00:00:00,1.99,8.57,0.61,71.64,23.09,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-19 00:00:00,1.82,6.37,0.56,68.34,24.01,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-20 00:00:00,7.16,25.74,0.71,70.13,19.64,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-21 00:00:00,9.25,31.58,0.51,62.16,23.02,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-22 00:00:00,0.13,0.49,0.38,77.54,19.46,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-23 00:00:00,9.41,31.29,0.59,61.82,22.73,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-24 00:00:00,6.14,21.17,0.37,83.12,18.7,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-25 00:00:00,8.95,30.43,0.43,89.85,22.87,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-26 00:00:00,7.97,28.21,0.42,83.51,26.47,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-27 00:00:00,5.98,21.18,0.53,68.83,23.09,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-28 00:00:00,0.7,2.82,0.69,72.69,26.39,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-29 00:00:00,3.6,13.21,0.38,65.34,26.72,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-11-30 00:00:00,1.9,6.73,0.62,72.65,22.71,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-01 00:00:00,5.33,16.23,0.6,84.09,23.04,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-02 00:00:00,5.07,18.26,0.74,82.33,23.83,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-03 00:00:00,7.22,24.17,0.36,71.71,24.29,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-04 00:00:00,0.66,4.98,0.49,74.55,25.7,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-05 00:00:00,7.23,24.48,0.73,86.24,24.69,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-06 00:00:00,8.88,30.0,0.55,81.96,22.44,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-07 00:00:00,2.62,8.61,0.57,66.13,25.72,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-08 00:00:00,3.4,13.65,0.4,75.98,27.28,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-09 00:00:00,6.59,24.41,0.78,82.77,20.04,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-10 00:00:00,8.24,27.95,0.45,68.06,24.91,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-11 00:00:00,6.19,21.62,0.42,81.19,20.64,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-12 00:00:00,0.33,3.48,0.68,67.15,24.47,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-13 00:00:00,8.88,27.97,0.68,61.87,27.03,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-14 00:00:00,2.29,7.25,0.75,68.19,18.7,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-15 00:00:00,4.28,15.98,0.71,83.84,19.56,-1.2211,36.8987,https://openweathermap.org/
Kasarani,2022-12-16 00:00:00,1.4,6.11,0.33,61.53,21.9,-1.2211,36.8987,https://openweathermap.org/
