ward,date_time,rainfall_1h,rainfall_3h,precipitation_prob,humidity,temperature,latitude,longitude
Ruaraka,2021-02-11 00:00:00,1.19,4.14,0.07,47.61,23.46,-1.2475,36.8872
Ruaraka,2021-02-12 00:00:00,0.31,1.42,0.2,69.56,23.1,-1.2475,36.8872
Ruaraka,2021-02-13 00:00:00,0.35,1.46,0.02,68.05,18.81,-1.2475,36.8872
Ruaraka,2021-02-14 00:00:00,1.24,4.7,0.02,55.91,17.57,-1.2475,36.8872
Ruaraka,2021-02-15 00:00:00,1.19,4.08,0.19,53.08,23.16,-1.2475,36.8872
Ruaraka,2021-02-16 00:00:00,1.15,4,0.28,53.57,17.42,-1.2475,36.8872
Ruaraka,2021-02-17 00:00:00,1.8,5.6,0.01,65.75,20.13,-1.2475,36.8872
Ruaraka,2021-02-18 00:00:00,1.24,4.27,0.05,67.54,15.33,-1.2475,36.8872
Ruaraka,2021-02-19 00:00:00,0.8,3.05,0.17,67.32,16.96,-1.2475,36.8872
Ruaraka,2021-02-20 00:00:00,1.72,5.55,0.24,53.35,23.61,-1.2475,36.8872
Ruaraka,2021-02-21 00:00:00,1.09,3.42,0.26,48.06,16.47,-1.2475,36.8872
Ruaraka,2021-02-22 00:00:00,1.23,4.34,0.18,68.04,18.47,-1.2475,36.8872
Ruaraka,2021-02-23 00:00:00,1.55,5.44,0.21,63.15,18.18,-1.2475,36.8872
Ruaraka,2021-02-24 00:00:00,1.97,6.22,0.02,53.11,23.74,-1.2475,36.8872
Ruaraka,2021-02-25 00:00:00,1.53,5.25,0.2,69.15,20.73,-1.2475,36.8872
Ruaraka,2021-02-26 00:00:00,0.07,0.2,0.18,45.72,17.08,-1.2475,36.8872
Ruaraka,2021-02-27 00:00:00,1.46,4.71,0.26,44.82,23.35,-1.2475,36.8872
Ruaraka,2021-02-28 00:00:00,0.26,1.18,0.25,53.74,19.26,-1.2475,36.8872
Ruaraka,2021-03-01 00:00:00,2.92,11.19,0.32,65.63,19.99,-1.2475,36.8872
Ruaraka,2021-03-02 00:00:00,0.52,4.08,0.73,68.59,20.94,-1.2475,36.8872
Ruaraka,2021-03-03 00:00:00,1.71,8.39,0.42,78.72,27.7,-1.2475,36.8872
Ruaraka,2021-03-04 00:00:00,7.75,24.26,0.49,88.75,27.08,-1.2475,36.8872
Ruaraka,2021-03-05 00:00:00,5.39,21.01,0.77,65.99,23.49,-1.2475,36.8872
Ruaraka,2021-03-06 00:00:00,9.08,29.22,0.33,74.28,20.77,-1.2475,36.8872
Ruaraka,2021-03-07 00:00:00,5.9,18.68,0.62,72.52,19.14,-1.2475,36.8872
Ruaraka,2021-03-08 00:00:00,9.46,29.02,0.79,63.18,20.9,-1.2475,36.8872
Ruaraka,2021-03-09 00:00:00,6.35,23.65,0.77,84.13,20.83,-1.2475,36.8872
Ruaraka,2021-03-10 00:00:00,9.63,33.57,0.32,75.96,22.98,-1.2475,36.8872
Ruaraka,2021-03-11 00:00:00,3.36,12.98,0.39,78.27,20.51,-1.2475,36.8872
Ruaraka,2021-03-12 00:00:00,2.15,8.15,0.77,68.81,27.1,-1.2475,36.8872
Ruaraka,2021-03-13 00:00:00,8.66,26.42,0.32,89.38,20.4,-1.2475,36.8872
Ruaraka,2021-03-14 00:00:00,8.22,25.22,0.72,65.2,20.73,-1.2475,36.8872
Ruaraka,2021-03-15 00:00:00,2.41,12.13,0.48,70.37,18.15,-1.2475,36.8872
Ruaraka,2021-03-16 00:00:00,4.96,19.86,0.59,68.8,19.78,-1.2475,36.8872
Ruaraka,2021-03-17 00:00:00,8.77,28.37,0.33,87.71,21.66,-1.2475,36.8872
Ruaraka,2021-03-18 00:00:00,2.33,9.12,0.35,76.86,22.13,-1.2475,36.8872
Ruaraka,2021-03-19 00:00:00,0.73,4.93,0.55,70.61,24.59,-1.2475,36.8872
Ruaraka,2021-03-20 00:00:00,2.72,12.3,0.71,64.33,26.35,-1.2475,36.8872
Ruaraka,2021-03-21 00:00:00,2.85,12.44,0.38,83.25,20.02,-1.2475,36.8872
Ruaraka,2021-03-22 00:00:00,7.54,27.3,0.68,76.09,25.37,-1.2475,36.8872
Ruaraka,2021-03-23 00:00:00,0.59,3.55,0.61,82.86,22.65,-1.2475,36.8872
Ruaraka,2021-03-24 00:00:00,7.16,23.6,0.36,72.59,20.72,-1.2475,36.8872
Ruaraka,2021-03-25 00:00:00,3.23,13.18,0.43,78.33,18.49,-1.2475,36.8872
Ruaraka,2021-03-26 00:00:00,6.28,22.17,0.55,79.89,25.27,-1.2475,36.8872
Ruaraka,2021-03-27 00:00:00,9.57,28.72,0.37,68.17,23.43,-1.2475,36.8872
Ruaraka,2021-03-28 00:00:00,4.56,16.98,0.47,60.45,18.4,-1.2475,36.8872
Ruaraka,2021-03-29 00:00:00,6.59,22.28,0.44,77.76,20.69,-1.2475,36.8872
Ruaraka,2021-03-30 00:00:00,3.1,11.49,0.45,76.2,20.38,-1.2475,36.8872
Ruaraka,2021-03-31 00:00:00,8.76,27.07,0.35,63.52,24.4,-1.2475,36.8872
Ruaraka,2021-04-01 00:00:00,7.09,23.78,0.77,66.6,24.38,-1.2475,36.8872
Ruaraka,2021-04-02 00:00:00,9.32,31.21,0.65,89.17,27.27,-1.2475,36.8872
Ruaraka,2021-04-03 00:00:00,7.64,26.41,0.67,65.05,25.15,-1.2475,36.8872
Ruaraka,2021-04-04 00:00:00,5.47,17.37,0.3,80.03,24.24,-1.2475,36.8872
Ruaraka,2021-04-05 00:00:00,0.21,1.14,0.79,62.45,18.74,-1.2475,36.8872
Ruaraka,2021-04-06 00:00:00,1.42,5.32,0.37,66.99,23.67,-1.2475,36.8872
Ruaraka,2021-04-07 00:00:00,4.2,13.49,0.8,74.01,21.81,-1.2475,36.8872
Ruaraka,2021-04-08 00:00:00,0.78,3.58,0.72,71.65,18.23,-1.2475,36.8872
Ruaraka,2021-04-09 00:00:00,1.94,8.91,0.62,70.94,19.03,-1.2475,36.8872
Ruaraka,2021-04-10 00:00:00,4.13,13.61,0.36,88.92,24.77,-1.2475,36.8872
Ruaraka,2021-04-11 00:00:00,5.02,18.29,0.42,88.29,22.65,-1.2475,36.8872
Ruaraka,2021-04-12 00:00:00,5.1,18.4,0.51,74.06,26.12,-1.2475,36.8872
Ruaraka,2021-04-13 00:00:00,8.89,28.73,0.31,87.96,19.91,-1.2475,36.8872
Ruaraka,2021-04-14 00:00:00,6.12,18.45,0.59,81.19,18.68,-1.2475,36.8872
Ruaraka,2021-04-15 00:00:00,4.65,17.07,0.5,68.54,20.72,-1.2475,36.8872
Ruaraka,2021-04-16 00:00:00,2.19,7.1,0.64,86.12,23.78,-1.2475,36.8872
Ruaraka,2021-04-17 00:00:00,7.83,24.6,0.65,87.24,22.15,-1.2475,36.8872
Ruaraka,2021-04-18 00:00:00,7.19,25.61,0.79,75.13,18.43,-1.2475,36.8872
Ruaraka,2021-04-19 00:00:00,8.65,28.26,0.74,76.82,20.31,-1.2475,36.8872
Ruaraka,2021-04-20 00:00:00,9.42,33.17,0.57,75.9,22.87,-1.2475,36.8872
Ruaraka,2021-04-21 00:00:00,9.61,31.72,0.6,89.4,27.38,-1.2475,36.8872
Ruaraka,2021-04-22 00:00:00,6.28,20.02,0.36,74.97,25.89,-1.2475,36.8872
Ruaraka,2021-04-23 00:00:00,9.93,32.27,0.66,72.35,23.84,-1.2475,36.8872
Ruaraka,2021-04-24 00:00:00,7,22.97,0.64,82.67,18.56,-1.2475,36.8872
Ruaraka,2021-04-25 00:00:00,1.52,5.05,0.32,61.23,22.03,-1.2475,36.8872
Ruaraka,2021-04-26 00:00:00,4.13,16.87,0.54,74.56,25.62,-1.2475,36.8872
Ruaraka,2021-04-27 00:00:00,2.44,11.42,0.56,79.49,19.54,-1.2475,36.8872
Ruaraka,2021-04-28 00:00:00,8.21,25.85,0.75,80.75,19.95,-1.2475,36.8872
Ruaraka,2021-04-29 00:00:00,4.28,13.09,0.75,79.04,21.56,-1.2475,36.8872
Ruaraka,2021-04-30 00:00:00,9.12,29.4,0.67,74.01,23.14,-1.2475,36.8872
Ruaraka,2021-05-01 00:00:00,0.08,1.34,0.78,87.36,23.41,-1.2475,36.8872
Ruaraka,2021-05-02 00:00:00,7.1,26.17,0.42,69.13,18.89,-1.2475,36.8872
Ruaraka,2021-05-03 00:00:00,3.07,9.87,0.38,76.7,18.07,-1.2475,36.8872
Ruaraka,2021-05-04 00:00:00,0.77,5.19,0.61,87.42,25.75,-1.2475,36.8872
Ruaraka,2021-05-05 00:00:00,0.55,2.58,0.67,78.73,18.94,-1.2475,36.8872
Ruaraka,2021-05-06 00:00:00,6.07,19.76,0.5,74.67,24.23,-1.2475,36.8872
Ruaraka,2021-05-07 00:00:00,2.52,11.77,0.45,63.16,26.24,-1.2475,36.8872
Ruaraka,2021-05-08 00:00:00,7.98,28.8,0.32,88.24,21.03,-1.2475,36.8872
Ruaraka,2021-05-09 00:00:00,6.64,24.67,0.34,70.26,25.68,-1.2475,36.8872
Ruaraka,2021-05-10 00:00:00,5.75,18.74,0.58,70.29,25.11,-1.2475,36.8872
Ruaraka,2021-05-11 00:00:00,3.83,15.28,0.35,74.51,21.14,-1.2475,36.8872
Ruaraka,2021-05-12 00:00:00,5.97,19.32,0.76,80.01,25.11,-1.2475,36.8872
Ruaraka,2021-05-13 00:00:00,6.16,22.18,0.7,85.37,24.07,-1.2475,36.8872
Ruaraka,2021-05-14 00:00:00,6.91,22.14,0.77,78.04,22.3,-1.2475,36.8872
Ruaraka,2021-05-15 00:00:00,2.79,11.55,0.59,75.29,19.06,-1.2475,36.8872
Ruaraka,2021-05-16 00:00:00,3.49,12.55,0.67,87.16,18.09,-1.2475,36.8872
Ruaraka,2021-05-17 00:00:00,1.21,5.94,0.51,88.71,25.39,-1.2475,36.8872
Ruaraka,2021-05-18 00:00:00,4.73,16.54,0.67,76.42,26.41,-1.2475,36.8872
Ruaraka,2021-05-19 00:00:00,9.17,31.61,0.49,68.54,18.52,-1.2475,36.8872
Ruaraka,2021-05-20 00:00:00,1.36,8.17,0.63,68.45,18.81,-1.2475,36.8872
Ruaraka,2021-05-21 00:00:00,8.4,27.5,0.66,74.58,27.08,-1.2475,36.8872
Ruaraka,2021-05-22 00:00:00,0.93,5.36,0.35,75.65,22.39,-1.2475,36.8872
Ruaraka,2021-05-23 00:00:00,1.4,7.53,0.8,89.11,24.4,-1.2475,36.8872
Ruaraka,2021-05-24 00:00:00,5.72,21.78,0.59,74.52,19.24,-1.2475,36.8872
Ruaraka,2021-05-25 00:00:00,9.93,32.41,0.6,72.28,26.08,-1.2475,36.8872
Ruaraka,2021-05-26 00:00:00,6.36,22.65,0.65,80.15,21.24,-1.2475,36.8872
Ruaraka,2021-05-27 00:00:00,6.11,21.25,0.72,84.19,20.94,-1.2475,36.8872
Ruaraka,2021-05-28 00:00:00,1.44,5.31,0.64,61.36,19.52,-1.2475,36.8872
Ruaraka,2021-05-29 00:00:00,4.34,16.31,0.66,74.07,22.31,-1.2475,36.8872
Ruaraka,2021-05-30 00:00:00,8.45,26.81,0.62,78.5,27.18,-1.2475,36.8872
Ruaraka,2021-05-31 00:00:00,9.14,31.65,0.79,77.42,19.74,-1.2475,36.8872
Ruaraka,2021-06-01 00:00:00,1.73,5.91,0.23,43.38,18.24,-1.2475,36.8872
Ruaraka,2021-06-02 00:00:00,1.24,4.61,0.18,53.73,23.87,-1.2475,36.8872
Ruaraka,2021-06-03 00:00:00,1.9,5.93,0.22,66.64,19.95,-1.2475,36.8872
Ruaraka,2021-06-04 00:00:00,0.89,2.7,0.28,56.57,17.78,-1.2475,36.8872
Ruaraka,2021-06-05 00:00:00,1.08,3.47,0.17,53.75,16.1,-1.2475,36.8872
Ruaraka,2021-06-06 00:00:00,1.16,4.13,0.15,50.65,24.84,-1.2475,36.8872
Ruaraka,2021-06-07 00:00:00,1.63,5.52,0.26,56.34,24.16,-1.2475,36.8872
Ruaraka,2021-06-08 00:00:00,1.52,4.83,0.02,42.78,24.53,-1.2475,36.8872
Ruaraka,2021-06-09 00:00:00,1.22,4.58,0.1,62.78,20.93,-1.2475,36.8872
Ruaraka,2021-06-10 00:00:00,1.62,5.25,0.01,56.95,20.02,-1.2475,36.8872
Ruaraka,2021-06-11 00:00:00,0.88,3.38,0.12,64.38,21.47,-1.2475,36.8872
Ruaraka,2021-06-12 00:00:00,1.92,5.83,0.03,66.95,19.12,-1.2475,36.8872
Ruaraka,2021-06-13 00:00:00,0.96,2.95,0.05,49.05,20.68,-1.2475,36.8872
Ruaraka,2021-06-14 00:00:00,0.11,1.13,0.06,40.15,21.09,-1.2475,36.8872
Ruaraka,2021-06-15 00:00:00,1.29,4.45,0.26,46.49,16.57,-1.2475,36.8872
Ruaraka,2021-06-16 00:00:00,0.29,1.62,0.24,61.04,17.31,-1.2475,36.8872
Ruaraka,2021-06-17 00:00:00,1.76,6.07,0.17,41.52,16.23,-1.2475,36.8872
Ruaraka,2021-06-18 00:00:00,1.11,3.69,0.14,51.27,18.87,-1.2475,36.8872
Ruaraka,2021-06-19 00:00:00,0.47,2.22,0.06,49.43,17.52,-1.2475,36.8872
Ruaraka,2021-06-20 00:00:00,1.01,3.53,0.24,41.75,20.29,-1.2475,36.8872
Ruaraka,2021-06-21 00:00:00,1.36,4.29,0.1,47.1,15.05,-1.2475,36.8872
Ruaraka,2021-06-22 00:00:00,0.18,0.81,0.01,55.78,23.67,-1.2475,36.8872
Ruaraka,2021-06-23 00:00:00,1.59,5.75,0.17,68.71,24.69,-1.2475,36.8872
Ruaraka,2021-06-24 00:00:00,1.75,5.73,0.14,42.55,21.74,-1.2475,36.8872
Ruaraka,2021-06-25 00:00:00,1.95,6.42,0.18,51.41,16.94,-1.2475,36.8872
Ruaraka,2021-06-26 00:00:00,1.6,5.37,0.17,54.26,21.93,-1.2475,36.8872
Ruaraka,2021-06-27 00:00:00,0.72,2.4,0.29,57.44,20.93,-1.2475,36.8872
Ruaraka,2021-06-28 00:00:00,1.18,4.35,0.27,59.33,24.81,-1.2475,36.8872
Ruaraka,2021-06-29 00:00:00,0.08,0.99,0.15,57.76,23.88,-1.2475,36.8872
Ruaraka,2021-06-30 00:00:00,1.14,3.8,0.15,63.47,21.34,-1.2475,36.8872
Ruaraka,2021-07-01 00:00:00,0.41,2.11,0.23,49.27,17.5,-1.2475,36.8872
Ruaraka,2021-07-02 00:00:00,0.34,1.66,0.13,57.77,23.65,-1.2475,36.8872
Ruaraka,2021-07-03 00:00:00,1.51,4.64,0.11,62.84,15.84,-1.2475,36.8872
Ruaraka,2021-07-04 00:00:00,0.43,1.82,0.2,50.12,24.52,-1.2475,36.8872
Ruaraka,2021-07-05 00:00:00,0.44,1.95,0.03,48.91,19.41,-1.2475,36.8872
Ruaraka,2021-07-06 00:00:00,1.41,5.08,0.05,42.57,15.55,-1.2475,36.8872
Ruaraka,2021-07-07 00:00:00,1.24,4.59,0.28,55.68,15.28,-1.2475,36.8872
Ruaraka,2021-07-08 00:00:00,0.44,1.49,0.07,55.2,18.19,-1.2475,36.8872
Ruaraka,2021-07-09 00:00:00,0.06,0.71,0.1,63.18,20.26,-1.2475,36.8872
Ruaraka,2021-07-10 00:00:00,1.42,5.12,0.05,47.14,22.98,-1.2475,36.8872
Ruaraka,2021-07-11 00:00:00,0.62,2.86,0.25,66.23,21.58,-1.2475,36.8872
Ruaraka,2021-07-12 00:00:00,0.51,2.35,0.28,52.61,23.25,-1.2475,36.8872
Ruaraka,2021-07-13 00:00:00,1.43,4.61,0.09,59.39,24.19,-1.2475,36.8872
Ruaraka,2021-07-14 00:00:00,1.17,3.72,0.25,65.15,15.85,-1.2475,36.8872
Ruaraka,2021-07-15 00:00:00,1.38,5,0.06,61.01,20.19,-1.2475,36.8872
Ruaraka,2021-07-16 00:00:00,1.33,4.9,0.2,60.19,18.57,-1.2475,36.8872
Ruaraka,2021-07-17 00:00:00,0.19,0.82,0.28,61.1,23.56,-1.2475,36.8872
Ruaraka,2021-07-18 00:00:00,1.19,3.69,0.13,44.85,16.61,-1.2475,36.8872
Ruaraka,2021-07-19 00:00:00,0.16,1.32,0.2,47.3,23.69,-1.2475,36.8872
Ruaraka,2021-07-20 00:00:00,0.68,2.25,0.03,52.7,16.91,-1.2475,36.8872
Ruaraka,2021-07-21 00:00:00,0.74,2.65,0.17,68.96,20.69,-1.2475,36.8872
Ruaraka,2021-07-22 00:00:00,0.58,1.89,0.04,69.37,23.01,-1.2475,36.8872
Ruaraka,2021-07-23 00:00:00,0.04,0.95,0.25,42.19,17.89,-1.2475,36.8872
Ruaraka,2021-07-24 00:00:00,1.76,5.81,0.19,52.86,18.46,-1.2475,36.8872
Ruaraka,2021-07-25 00:00:00,1.94,6.76,0.29,68.43,18.89,-1.2475,36.8872
Ruaraka,2021-07-26 00:00:00,0.53,1.72,0.09,45.52,20.96,-1.2475,36.8872
Ruaraka,2021-07-27 00:00:00,0.02,0.37,0.28,67.67,24.52,-1.2475,36.8872
Ruaraka,2021-07-28 00:00:00,1.23,3.95,0.07,57.88,24.56,-1.2475,36.8872
Ruaraka,2021-07-29 00:00:00,1.82,6.46,0.18,50.59,24.7,-1.2475,36.8872
Ruaraka,2021-07-30 00:00:00,0.26,1.5,0.29,66.57,22.39,-1.2475,36.8872
Ruaraka,2021-07-31 00:00:00,1.09,3.34,0.26,64.97,24.87,-1.2475,36.8872
Ruaraka,2021-08-01 00:00:00,1.19,3.75,0.27,56.96,15.12,-1.2475,36.8872
Ruaraka,2021-08-02 00:00:00,1.08,3.94,0.04,56.34,19.55,-1.2475,36.8872
Ruaraka,2021-08-03 00:00:00,1.96,6.25,0.17,66.67,23.85,-1.2475,36.8872
Ruaraka,2021-08-04 00:00:00,0.71,2.72,0.03,48.91,21.51,-1.2475,36.8872
Ruaraka,2021-08-05 00:00:00,1.5,4.54,0.29,48.12,17.4,-1.2475,36.8872
Ruaraka,2021-08-06 00:00:00,0.74,3.1,0.13,52.55,16.4,-1.2475,36.8872
Ruaraka,2021-08-07 00:00:00,0.27,1.67,0.19,65.02,24.99,-1.2475,36.8872
Ruaraka,2021-08-08 00:00:00,0.31,0.98,0.2,59.14,18.28,-1.2475,36.8872
Ruaraka,2021-08-09 00:00:00,1.94,6.17,0.09,60.77,23.95,-1.2475,36.8872
Ruaraka,2021-08-10 00:00:00,0.48,1.75,0.24,45.22,21.15,-1.2475,36.8872
Ruaraka,2021-08-11 00:00:00,0.06,0.26,0.08,49.03,20.62,-1.2475,36.8872
Ruaraka,2021-08-12 00:00:00,0.05,0.31,0.27,60.7,21.34,-1.2475,36.8872
Ruaraka,2021-08-13 00:00:00,1.28,4.02,0.23,64.98,16.7,-1.2475,36.8872
Ruaraka,2021-08-14 00:00:00,0.23,1.34,0.04,52.84,18.9,-1.2475,36.8872
Ruaraka,2021-08-15 00:00:00,1.77,6.3,0.26,62.42,24.93,-1.2475,36.8872
Ruaraka,2021-08-16 00:00:00,0.03,0.43,0.14,57.73,22.99,-1.2475,36.8872
Ruaraka,2021-08-17 00:00:00,1.94,6.29,0.1,42.26,19.16,-1.2475,36.8872
Ruaraka,2021-08-18 00:00:00,0.07,0.91,0.23,41.98,18.07,-1.2475,36.8872
Ruaraka,2021-08-19 00:00:00,0.86,2.98,0.27,52.12,16.77,-1.2475,36.8872
Ruaraka,2021-08-20 00:00:00,0.92,2.79,0.06,46.9,23.36,-1.2475,36.8872
Ruaraka,2021-08-21 00:00:00,0.73,2.37,0.14,69.09,21.25,-1.2475,36.8872
Ruaraka,2021-08-22 00:00:00,0.23,1.2,0.27,62.09,20.07,-1.2475,36.8872
Ruaraka,2021-08-23 00:00:00,1.01,3.54,0,51.75,18.56,-1.2475,36.8872
Ruaraka,2021-08-24 00:00:00,0.24,1.01,0.14,60.1,19.19,-1.2475,36.8872
Ruaraka,2021-08-25 00:00:00,0.89,3.21,0.27,63.45,20.95,-1.2475,36.8872
Ruaraka,2021-08-26 00:00:00,0.67,2.91,0.01,48.32,16.72,-1.2475,36.8872
Ruaraka,2021-08-27 00:00:00,1.19,3.8,0,56.77,16.65,-1.2475,36.8872
Ruaraka,2021-08-28 00:00:00,1.43,5.13,0.08,64.11,18.47,-1.2475,36.8872
Ruaraka,2021-08-29 00:00:00,1.55,5.06,0.04,64.01,19.18,-1.2475,36.8872
Ruaraka,2021-08-30 00:00:00,0.57,1.96,0.07,62.62,16.3,-1.2475,36.8872
Ruaraka,2021-08-31 00:00:00,0.73,2.63,0.15,41.14,21.89,-1.2475,36.8872
Ruaraka,2021-09-01 00:00:00,0.14,1.08,0.23,56.31,16.66,-1.2475,36.8872
Ruaraka,2021-09-02 00:00:00,0.59,2.73,0,63.75,19.08,-1.2475,36.8872
Ruaraka,2021-09-03 00:00:00,0,0.74,0.27,44.14,22.27,-1.2475,36.8872
Ruaraka,2021-09-04 00:00:00,1.11,3.65,0.12,65.95,17.71,-1.2475,36.8872
Ruaraka,2021-09-05 00:00:00,0.7,2.91,0.21,64.59,21.65,-1.2475,36.8872
Ruaraka,2021-09-06 00:00:00,1.97,6.39,0.05,65.79,17.9,-1.2475,36.8872
Ruaraka,2021-09-07 00:00:00,1.53,5.25,0.14,59.2,19.01,-1.2475,36.8872
Ruaraka,2021-09-08 00:00:00,1.74,5.93,0.12,60.37,18.06,-1.2475,36.8872
Ruaraka,2021-09-09 00:00:00,1.7,5.65,0.01,42.26,17.75,-1.2475,36.8872
Ruaraka,2021-09-10 00:00:00,0.53,1.84,0.3,64.39,17.91,-1.2475,36.8872
Ruaraka,2021-09-11 00:00:00,1.9,6.16,0.01,44.99,24.49,-1.2475,36.8872
Ruaraka,2021-09-12 00:00:00,0.2,1.43,0.04,51.38,23.97,-1.2475,36.8872
Ruaraka,2021-09-13 00:00:00,0.35,1.06,0.2,56.14,19.11,-1.2475,36.8872
Ruaraka,2021-09-14 00:00:00,0.43,1.91,0.27,45.73,18.05,-1.2475,36.8872
Ruaraka,2021-09-15 00:00:00,1.87,6.25,0.02,53.73,16.05,-1.2475,36.8872
Ruaraka,2021-09-16 00:00:00,0.16,1.34,0.05,45.99,16.3,-1.2475,36.8872
Ruaraka,2021-09-17 00:00:00,0.92,3.75,0.25,62.76,15.68,-1.2475,36.8872
Ruaraka,2021-09-18 00:00:00,0.64,2.56,0.28,62.81,21.14,-1.2475,36.8872
Ruaraka,2021-09-19 00:00:00,1.01,3.29,0.11,63.41,16.5,-1.2475,36.8872
Ruaraka,2021-09-20 00:00:00,0.63,2.04,0.28,43.64,23.36,-1.2475,36.8872
Ruaraka,2021-09-21 00:00:00,0.76,3.27,0.18,63.39,24.78,-1.2475,36.8872
Ruaraka,2021-09-22 00:00:00,1.22,4.36,0.28,43.75,15.2,-1.2475,36.8872
Ruaraka,2021-09-23 00:00:00,1.78,5.63,0.07,64.51,18.69,-1.2475,36.8872
Ruaraka,2021-09-24 00:00:00,1.84,5.71,0.11,44.22,21.47,-1.2475,36.8872
Ruaraka,2021-09-25 00:00:00,0.09,1.02,0.15,55.2,24.23,-1.2475,36.8872
Ruaraka,2021-09-26 00:00:00,0.84,2.74,0.2,57.12,24.05,-1.2475,36.8872
Ruaraka,2021-09-27 00:00:00,0.64,2.52,0.11,62.7,18.4,-1.2475,36.8872
Ruaraka,2021-09-28 00:00:00,0.42,2.12,0.28,52.16,18.15,-1.2475,36.8872
Ruaraka,2021-09-29 00:00:00,0.36,1.62,0.07,62.31,18.43,-1.2475,36.8872
Ruaraka,2021-09-30 00:00:00,1.3,4.7,0.14,63.74,15.57,-1.2475,36.8872
Ruaraka,2021-10-01 00:00:00,7.98,25.5,0.79,67.79,23.6,-1.2475,36.8872
Ruaraka,2021-10-02 00:00:00,7.54,26.26,0.69,79.87,18.17,-1.2475,36.8872
Ruaraka,2021-10-03 00:00:00,9.91,33.85,0.41,81.7,25.06,-1.2475,36.8872
Ruaraka,2021-10-04 00:00:00,7.36,26.52,0.47,77.43,26.63,-1.2475,36.8872
Ruaraka,2021-10-05 00:00:00,1.9,7.76,0.66,73.09,27.51,-1.2475,36.8872
Ruaraka,2021-10-06 00:00:00,0.07,2.51,0.46,83.37,19.25,-1.2475,36.8872
Ruaraka,2021-10-07 00:00:00,8.26,28.07,0.72,64.11,27.16,-1.2475,36.8872
Ruaraka,2021-10-08 00:00:00,3.36,14.3,0.68,66.19,23.07,-1.2475,36.8872
Ruaraka,2021-10-09 00:00:00,5.7,19.61,0.62,72.45,20.11,-1.2475,36.8872
Ruaraka,2021-10-10 00:00:00,5.87,20.12,0.44,77.6,19.8,-1.2475,36.8872
Ruaraka,2021-10-11 00:00:00,1.27,5.53,0.35,83.85,21.8,-1.2475,36.8872
Ruaraka,2021-10-12 00:00:00,7.36,23.72,0.53,78.1,25.8,-1.2475,36.8872
Ruaraka,2021-10-13 00:00:00,8.7,28.74,0.63,77.13,26.2,-1.2475,36.8872
Ruaraka,2021-10-14 00:00:00,1.21,4.7,0.58,81.61,20.66,-1.2475,36.8872
Ruaraka,2021-10-15 00:00:00,9.52,33.07,0.56,87.1,20.87,-1.2475,36.8872
Ruaraka,2021-10-16 00:00:00,7.74,23.53,0.67,87.75,25.23,-1.2475,36.8872
Ruaraka,2021-10-17 00:00:00,0.53,4.91,0.31,75.69,25.81,-1.2475,36.8872
Ruaraka,2021-10-18 00:00:00,9.42,31.3,0.66,85.13,19.39,-1.2475,36.8872
Ruaraka,2021-10-19 00:00:00,9.44,28.64,0.59,69.82,27.19,-1.2475,36.8872
Ruaraka,2021-10-20 00:00:00,3.11,14.27,0.32,84.53,18.08,-1.2475,36.8872
Ruaraka,2021-10-21 00:00:00,0.5,2.83,0.37,72.66,22.6,-1.2475,36.8872
Ruaraka,2021-10-22 00:00:00,8.19,24.7,0.39,73.69,19.07,-1.2475,36.8872
Ruaraka,2021-10-23 00:00:00,4.14,12.68,0.65,65.84,20.34,-1.2475,36.8872
Ruaraka,2021-10-24 00:00:00,6.09,21.62,0.66,78.23,18.5,-1.2475,36.8872
Ruaraka,2021-10-25 00:00:00,6.32,22.62,0.6,80.51,27.77,-1.2475,36.8872
Ruaraka,2021-10-26 00:00:00,6.28,21.1,0.31,79.08,22.71,-1.2475,36.8872
Ruaraka,2021-10-27 00:00:00,0.26,3.24,0.31,75.99,24,-1.2475,36.8872
Ruaraka,2021-10-28 00:00:00,3.99,14.86,0.65,60.2,23.76,-1.2475,36.8872
Ruaraka,2021-10-29 00:00:00,3.56,12.18,0.3,88.2,27.75,-1.2475,36.8872
Ruaraka,2021-10-30 00:00:00,3.15,10.89,0.7,62,22.53,-1.2475,36.8872
Ruaraka,2021-10-31 00:00:00,8.89,28.91,0.76,73.43,26.88,-1.2475,36.8872
Ruaraka,2021-11-01 00:00:00,9.5,30.38,0.63,81.36,19.01,-1.2475,36.8872
Ruaraka,2021-11-02 00:00:00,6.66,24.63,0.51,81.03,18.77,-1.2475,36.8872
Ruaraka,2021-11-03 00:00:00,9.97,31.22,0.63,63.93,21.3,-1.2475,36.8872
Ruaraka,2021-11-04 00:00:00,3.8,12.31,0.68,73.09,24.75,-1.2475,36.8872
Ruaraka,2021-11-05 00:00:00,0.67,7.01,0.44,89.13,23.23,-1.2475,36.8872
Ruaraka,2021-11-06 00:00:00,5.91,18.75,0.68,80.07,18.18,-1.2475,36.8872
Ruaraka,2021-11-07 00:00:00,2.59,10.14,0.71,81.66,24.82,-1.2475,36.8872
Ruaraka,2021-11-08 00:00:00,9.09,28.4,0.47,71.61,18.2,-1.2475,36.8872
Ruaraka,2021-11-09 00:00:00,2.67,12.78,0.75,80.98,24.2,-1.2475,36.8872
Ruaraka,2021-11-10 00:00:00,9.21,28.21,0.75,84.47,26.45,-1.2475,36.8872
